"C25095_001E","C25095_001M","C25095_002E","C25095_002M","C25095_003E","C25095_003M","C25095_004E","C25095_004M","C25095_005E","C25095_005M","C25095_006E","C25095_006M","C25095_007E","C25095_007M","C25095_008E","C25095_008M","C25095_009E","C25095_009M","C25095_010E","C25095_010M","C25095_011E","C25095_011M","C25095_012E","C25095_012M","C25095_013E","C25095_013M","C25095_014E","C25095_014M","C25095_015E","C25095_015M","C25095_016E","C25095_016M","C25095_017E","C25095_017M","C25095_018E","C25095_018M","C25095_019E","C25095_019M","C25095_020E","C25095_020M","C25095_021E","C25095_021M","C25095_022E","C25095_022M","C25095_023E","C25095_023M","C25095_024E","C25095_024M","C25095_025E","C25095_025M","C25095_026E","C25095_026M","C25095_027E","C25095_027M","C25095_028E","C25095_028M","C25095_029E","C25095_029M","GEO_ID","NAME"
"423","83","53","58","0","12","53","58","0","12","63","42","12","14","51","41","0","12","113","47","85","43","28","24","0","12","53","47","45","45","8","14","0","12","51","40","49","39","2","5","0","12","36","31","36","31","0","12","0","12","54","32","54","32","0","12","0","12","1500000US370010214001","Block Group 1, Census Tract 214, Alamance County, North Carolina"
"394","82","34","32","0","12","34","32","0","12","66","56","32","18","34","53","0","12","44","35","0","12","44","35","0","12","32","32","25","30","7","12","0","12","129","64","82","48","47","44","0","12","57","36","49","34","8","13","0","12","32","27","32","27","0","12","0","12","1500000US370010214002","Block Group 2, Census Tract 214, Alamance County, North Carolina"
"425","97","0","12","0","12","0","12","0","12","48","38","7","12","41","37","0","12","100","50","38","34","62","37","0","12","35","43","35","43","0","12","0","12","73","38","73","38","0","12","0","12","32","27","27","26","5","9","0","12","137","84","137","84","0","12","0","12","1500000US370010215001","Block Group 1, Census Tract 215, Alamance County, North Carolina"
"475","114","30","28","0","12","24","26","6","10","26","19","10","15","16","12","0","12","87","54","38","37","49","42","0","12","118","68","73","56","45","50","0","12","41","26","23","20","18","22","0","12","83","49","77","47","6","11","0","12","90","68","90","68","0","12","0","12","1500000US370010215002","Block Group 2, Census Tract 215, Alamance County, North Carolina"
"330","94","7","12","0","12","7","12","0","12","25","19","25","19","0","12","0","12","81","56","41","39","40","41","0","12","68","58","30","28","38","51","0","12","42","44","42","44","0","12","0","12","64","53","64","53","0","12","0","12","43","37","43","37","0","12","0","12","1500000US370010215003","Block Group 3, Census Tract 215, Alamance County, North Carolina"
"444","88","15","17","0","12","15","17","0","12","48","46","35","41","13","22","0","12","70","48","30","26","40","41","0","12","93","51","65","42","28","36","0","12","74","47","55","41","19","21","0","12","83","42","50","34","33","28","0","12","61","37","61","37","0","12","0","12","1500000US370010215004","Block Group 4, Census Tract 215, Alamance County, North Carolina"
"332","105","22","25","0","12","14","22","8","11","28","29","11","18","17","21","0","12","101","60","81","59","20","19","0","12","29","23","28","23","1","3","0","12","59","37","59","37","0","12","0","12","64","70","64","70","0","12","0","12","29","20","29","20","0","12","0","12","1500000US370010216001","Block Group 1, Census Tract 216, Alamance County, North Carolina"
"373","98","0","12","0","12","0","12","0","12","33","30","22","24","11","17","0","12","35","32","25","29","10","15","0","12","86","57","60","37","26","42","0","12","103","65","70","57","33","37","0","12","82","66","82","66","0","12","0","12","34","35","34","35","0","12","0","12","1500000US370010216002","Block Group 2, Census Tract 216, Alamance County, North Carolina"
"367","74","0","12","0","12","0","12","0","12","33","32","7","11","26","30","0","12","35","33","8","11","27","31","0","12","56","46","43","42","13","16","0","12","124","62","124","62","0","12","0","12","73","45","73","45","0","12","0","12","46","39","46","39","0","12","0","12","1500000US370010216003","Block Group 3, Census Tract 216, Alamance County, North Carolina"
"218","51","52","45","0","12","52","45","0","12","20","24","20","24","0","12","0","12","22","24","22","24","0","12","0","12","43","32","24","27","19","30","0","12","35","30","35","30","0","12","0","12","0","12","0","12","0","12","0","12","46","45","39","41","7","15","0","12","1500000US370010216004","Block Group 4, Census Tract 216, Alamance County, North Carolina"
"314","79","0","12","0","12","0","12","0","12","39","37","0","12","39","37","0","12","10","17","10","17","0","12","0","12","0","12","0","12","0","12","0","12","31","29","11","18","20","23","0","12","41","32","41","32","0","12","0","12","193","82","182","79","11","18","0","12","1500000US370010217011","Block Group 1, Census Tract 217.01, Alamance County, North Carolina"
"674","105","15","25","0","12","0","12","15","25","51","64","0","12","51","64","0","12","39","35","26","28","13","22","0","12","96","54","71","47","25","27","0","12","79","58","68","54","11","18","0","12","145","90","125","91","20","22","0","12","249","107","249","107","0","12","0","12","1500000US370010217012","Block Group 2, Census Tract 217.01, Alamance County, North Carolina"
"77","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","21","13","21","0","12","0","12","21","34","21","34","0","12","0","12","43","43","43","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370010217013","Block Group 3, Census Tract 217.01, Alamance County, North Carolina"
"130","104","54","81","0","12","54","81","0","12","0","12","0","12","0","12","0","12","35","54","35","54","0","12","0","12","0","12","0","12","0","12","0","12","30","35","30","35","0","12","0","12","0","12","0","12","0","12","0","12","11","20","11","20","0","12","0","12","1500000US370010217021","Block Group 1, Census Tract 217.02, Alamance County, North Carolina"
"694","106","8","13","0","12","8","13","0","12","21","19","9","14","12","19","0","12","10","16","0","12","10","16","0","12","47","48","5","10","42","46","0","12","52","43","41","35","11","21","0","12","69","48","42","36","27","28","0","12","487","99","435","92","52","51","0","12","1500000US370010217022","Block Group 2, Census Tract 217.02, Alamance County, North Carolina"
"501","120","0","12","0","12","0","12","0","12","50","43","35","39","15","18","0","12","38","28","14","18","24","21","0","12","36","29","7","11","29","27","0","12","170","105","105","68","65","81","0","12","133","75","84","54","49","62","0","12","74","56","74","56","0","12","0","12","1500000US370010217023","Block Group 3, Census Tract 217.02, Alamance County, North Carolina"
"598","133","0","12","0","12","0","12","0","12","19","31","19","31","0","12","0","12","69","48","56","44","13","24","0","12","0","12","0","12","0","12","0","12","212","130","145","71","67","96","0","12","175","114","140","106","35","41","0","12","123","81","123","81","0","12","0","12","1500000US370010217031","Block Group 1, Census Tract 217.03, Alamance County, North Carolina"
"673","147","60","82","0","12","60","82","0","12","80","77","34","56","46","51","0","12","71","59","63","55","8","15","0","12","116","99","106","98","10","17","0","12","28","33","16","27","12","20","0","12","186","84","115","74","71","64","0","12","132","68","113","62","19","33","0","12","1500000US370010217032","Block Group 2, Census Tract 217.03, Alamance County, North Carolina"
"711","121","94","128","0","12","94","128","0","12","16","16","13","16","3","4","0","12","144","61","84","45","60","46","0","12","54","33","35","27","19","17","0","12","99","49","89","49","10","8","0","12","148","59","107","48","41","37","0","12","156","45","151","47","5","7","0","12","1500000US370010218011","Block Group 1, Census Tract 218.01, Alamance County, North Carolina"
"493","97","8","12","0","12","8","12","0","12","62","39","29","29","33","29","0","12","64","45","64","45","0","12","0","12","77","50","68","47","9","14","0","12","37","34","25","29","12","18","0","12","111","78","105","78","6","11","0","12","134","65","125","65","9","14","0","12","1500000US370010218012","Block Group 2, Census Tract 218.01, Alamance County, North Carolina"
"305","106","14","21","0","12","14","21","0","12","13","21","13","21","0","12","0","12","59","42","52","39","7","10","0","12","60","58","60","58","0","12","0","12","52","34","52","34","0","12","0","12","78","86","78","86","0","12","0","12","29","22","29","22","0","12","0","12","1500000US370010218013","Block Group 3, Census Tract 218.01, Alamance County, North Carolina"
"560","106","14","21","0","12","0","12","14","21","52","41","11","18","41","40","0","12","134","69","58","44","76","56","0","12","116","62","116","62","0","12","0","12","111","63","102","61","9","14","0","12","84","53","84","53","0","12","0","12","49","37","49","37","0","12","0","12","1500000US370010218021","Block Group 1, Census Tract 218.02, Alamance County, North Carolina"
"601","121","11","19","0","12","11","19","0","12","52","53","0","12","52","53","0","12","105","66","54","42","51","50","0","12","90","51","65","45","25","30","0","12","209","87","182","92","27","28","0","12","53","40","53","40","0","12","0","12","81","55","81","55","0","12","0","12","1500000US370010218022","Block Group 2, Census Tract 218.02, Alamance County, North Carolina"
"532","135","20","23","10","16","10","16","0","12","96","111","23","26","73","109","0","12","68","44","22","24","46","39","0","12","107","70","94","67","13","21","0","12","137","72","116","68","21","25","0","12","19","19","19","19","0","12","0","12","85","75","85","75","0","12","0","12","1500000US370010218031","Block Group 1, Census Tract 218.03, Alamance County, North Carolina"
"484","124","17","28","0","12","17","28","0","12","49","52","40","50","9","15","0","12","50","42","0","12","50","42","0","12","117","81","61","64","56","51","0","12","162","108","146","105","16","26","0","12","36","35","26","31","10","15","0","12","53","48","53","48","0","12","0","12","1500000US370010218032","Block Group 2, Census Tract 218.03, Alamance County, North Carolina"
"505","110","35","46","0","12","35","46","0","12","96","71","69","69","27","28","0","12","61","48","27","35","34","33","0","12","136","78","107","65","29","43","0","12","69","44","69","44","0","12","0","12","66","54","57","51","9","16","0","12","42","33","42","33","0","12","0","12","1500000US370010219011","Block Group 1, Census Tract 219.01, Alamance County, North Carolina"
"595","110","8","13","8","13","0","12","0","12","52","37","24","28","28","23","0","12","138","80","95","73","43","37","0","12","23","27","14","22","9","15","0","12","135","74","105","61","30","38","0","12","124","86","76","48","48","74","0","12","115","59","115","59","0","12","0","12","1500000US370010219012","Block Group 2, Census Tract 219.01, Alamance County, North Carolina"
"353","88","8","13","0","12","8","13","0","12","84","81","59","76","25","28","0","12","31","30","31","30","0","12","0","12","53","39","41","33","12","19","0","12","50","41","39","36","11","19","0","12","69","45","69","45","0","12","0","12","58","53","58","53","0","12","0","12","1500000US370010219013","Block Group 3, Census Tract 219.01, Alamance County, North Carolina"
"505","102","7","12","7","12","0","12","0","12","89","49","15","15","74","46","0","12","22","23","22","23","0","12","0","12","83","56","69","51","14","21","0","12","134","88","82","56","52","67","0","12","120","62","106","60","14","22","0","12","50","38","32","30","18","28","0","12","1500000US370010219021","Block Group 1, Census Tract 219.02, Alamance County, North Carolina"
"287","89","7","16","0","12","7","16","0","12","0","12","0","12","0","12","0","12","97","49","31","19","66","46","0","12","20","25","20","25","0","12","0","12","39","35","27","29","12","19","0","12","75","67","75","67","0","12","0","12","49","47","49","47","0","12","0","12","1500000US370010219022","Block Group 2, Census Tract 219.02, Alamance County, North Carolina"
"447","126","0","12","0","12","0","12","0","12","37","33","25","28","12","19","0","12","25","25","14","13","11","20","0","12","75","67","56","59","19","32","0","12","167","80","156","77","11","17","0","12","91","70","91","70","0","12","0","12","52","35","52","35","0","12","0","12","1500000US370010219023","Block Group 3, Census Tract 219.02, Alamance County, North Carolina"
"373","81","10","9","0","12","10","9","0","12","19","15","7","9","12","11","0","12","84","43","54","34","30","27","0","12","33","22","19","17","14","14","0","12","89","36","78","34","11","10","0","12","67","39","62","38","5","7","0","12","71","23","71","23","0","12","0","12","1500000US370010220011","Block Group 1, Census Tract 220.01, Alamance County, North Carolina"
"667","93","54","46","0","12","45","44","9","13","28","30","0","12","28","30","0","12","187","90","114","69","73","60","0","12","118","65","66","60","52","42","0","12","81","61","81","61","0","12","0","12","63","40","63","40","0","12","0","12","136","69","105","50","31","47","0","12","1500000US370010220012","Block Group 2, Census Tract 220.01, Alamance County, North Carolina"
"562","140","61","88","0","12","0","12","61","88","28","27","28","27","0","12","0","12","90","66","72","66","18","20","0","12","89","70","22","23","67","78","0","12","99","65","97","65","2","4","0","12","33","29","33","29","0","12","0","12","162","91","162","91","0","12","0","12","1500000US370010220021","Block Group 1, Census Tract 220.02, Alamance County, North Carolina"
