"C25095_001E","C25095_001M","C25095_002E","C25095_002M","C25095_003E","C25095_003M","C25095_004E","C25095_004M","C25095_005E","C25095_005M","C25095_006E","C25095_006M","C25095_007E","C25095_007M","C25095_008E","C25095_008M","C25095_009E","C25095_009M","C25095_010E","C25095_010M","C25095_011E","C25095_011M","C25095_012E","C25095_012M","C25095_013E","C25095_013M","C25095_014E","C25095_014M","C25095_015E","C25095_015M","C25095_016E","C25095_016M","C25095_017E","C25095_017M","C25095_018E","C25095_018M","C25095_019E","C25095_019M","C25095_020E","C25095_020M","C25095_021E","C25095_021M","C25095_022E","C25095_022M","C25095_023E","C25095_023M","C25095_024E","C25095_024M","C25095_025E","C25095_025M","C25095_026E","C25095_026M","C25095_027E","C25095_027M","C25095_028E","C25095_028M","C25095_029E","C25095_029M","GEO_ID","NAME"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034011","Block Group 1, Census Tract 34.01, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034012","Block Group 2, Census Tract 34.01, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034021","Block Group 1, Census Tract 34.02, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034022","Block Group 2, Census Tract 34.02, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034031","Block Group 1, Census Tract 34.03, Cumberland County, North Carolina"
"3","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","3","7","0","12","3","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034032","Block Group 2, Census Tract 34.03, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034041","Block Group 1, Census Tract 34.04, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034042","Block Group 2, Census Tract 34.04, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034051","Block Group 1, Census Tract 34.05, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034061","Block Group 1, Census Tract 34.06, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034071","Block Group 1, Census Tract 34.07, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034072","Block Group 2, Census Tract 34.07, Cumberland County, North Carolina"
"11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","18","0","12","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034081","Block Group 1, Census Tract 34.08, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510034082","Block Group 2, Census Tract 34.08, Cumberland County, North Carolina"
"354","98","20","25","0","12","20","25","0","12","25","30","16","26","9","15","0","12","48","38","0","12","48","38","0","12","66","54","46","42","20","31","0","12","78","70","68","68","10","15","0","12","101","62","101","62","0","12","0","12","16","20","16","20","0","12","0","12","1500000US370510035001","Block Group 1, Census Tract 35, Cumberland County, North Carolina"
"184","51","32","30","13","22","9","13","10","17","36","29","11","17","25","29","0","12","31","30","12","19","19","33","0","12","53","47","34","37","19","28","0","12","0","12","0","12","0","12","0","12","32","29","32","29","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510035002","Block Group 2, Census Tract 35, Cumberland County, North Carolina"
"23","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","31","23","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510035003","Block Group 3, Census Tract 35, Cumberland County, North Carolina"
"36","34","24","26","12","18","0","12","12","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","20","12","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510035004","Block Group 4, Census Tract 35, Cumberland County, North Carolina"
"119","56","0","12","0","12","0","12","0","12","13","22","13","22","0","12","0","12","12","20","12","20","0","12","0","12","63","48","63","48","0","12","0","12","0","12","0","12","0","12","0","12","16","26","16","26","0","12","0","12","15","23","15","23","0","12","0","12","1500000US370510036001","Block Group 1, Census Tract 36, Cumberland County, North Carolina"
"134","68","0","12","0","12","0","12","0","12","43","40","16","23","27","32","0","12","56","50","46","47","10","16","0","12","0","12","0","12","0","12","0","12","23","26","23","26","0","12","0","12","0","12","0","12","0","12","0","12","12","21","12","21","0","12","0","12","1500000US370510036002","Block Group 2, Census Tract 36, Cumberland County, North Carolina"
"436","123","13","21","0","12","13","21","0","12","55","42","29","35","26","32","0","12","77","53","28","30","49","41","0","12","97","60","81","57","16","27","0","12","115","70","77","52","38","60","0","12","68","50","68","50","0","12","0","12","11","16","11","16","0","12","0","12","1500000US370510036003","Block Group 3, Census Tract 36, Cumberland County, North Carolina"
"116","60","19","30","0","12","19","30","0","12","14","23","14","23","0","12","0","12","12","21","0","12","12","21","0","12","28","35","28","35","0","12","0","12","43","41","43","41","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370510036004","Block Group 4, Census Tract 36, Cumberland County, North Carolina"
"651","113","0","12","0","12","0","12","0","12","17","29","0","12","17","29","0","12","44","41","33","36","11","19","0","12","63","50","47","43","16","25","0","12","188","78","108","59","80","65","0","12","171","87","171","87","0","12","0","12","168","65","153","68","15","24","0","12","1500000US370510037001","Block Group 1, Census Tract 37, Cumberland County, North Carolina"
"528","140","0","12","0","12","0","12","0","12","38","29","17","27","21","23","0","12","28","34","15","24","13","21","0","12","78","65","41","49","37","40","0","12","123","83","65","49","58","67","0","12","135","92","135","92","0","12","0","12","126","59","126","59","0","12","0","12","1500000US370510037002","Block Group 2, Census Tract 37, Cumberland County, North Carolina"
"830","127","39","37","15","28","24","26","0","12","75","49","1","3","74","49","0","12","113","63","62","48","51","42","0","12","52","42","39","39","13","17","0","12","116","53","101","50","15","23","0","12","169","84","153","80","16","25","0","12","266","89","266","89","0","12","0","12","1500000US370510037003","Block Group 3, Census Tract 37, Cumberland County, North Carolina"
"137","48","10","10","0","12","10","10","0","12","39","25","6","9","33","22","0","12","21","23","0","12","21","23","0","12","9","14","0","12","9","14","0","12","49","36","49","36","0","12","0","12","0","12","0","12","0","12","0","12","9","14","9","14","0","12","0","12","1500000US370510038001","Block Group 1, Census Tract 38, Cumberland County, North Carolina"
"89","39","6","9","0","12","6","9","0","12","7","12","0","12","7","12","0","12","9","13","0","12","9","13","0","12","26","23","9","13","17","18","0","12","12","16","12","16","0","12","0","12","18","21","0","12","18","21","0","12","11","17","11","17","0","12","0","12","1500000US370510038002","Block Group 2, Census Tract 38, Cumberland County, North Carolina"
"112","36","18","22","0","12","18","22","0","12","20","22","11","16","9","13","0","12","17","17","14","17","3","6","0","12","0","12","0","12","0","12","0","12","10","13","10","13","0","12","0","12","30","23","30","23","0","12","0","12","17","17","17","17","0","12","0","12","1500000US370510038003","Block Group 3, Census Tract 38, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370519801001","Block Group 1, Census Tract 9801, Cumberland County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370519802001","Block Group 1, Census Tract 9802, Cumberland County, North Carolina"
"206","70","29","29","0","12","26","29","3","6","0","12","0","12","0","12","0","12","20","23","12","19","8","11","0","12","10","11","10","11","0","12","0","12","16","12","12","10","4","6","0","12","63","64","5","9","58","64","0","12","68","31","62","31","6","9","0","12","1500000US370531101011","Block Group 1, Census Tract 1101.01, Currituck County, North Carolina"
"130","52","0","12","0","12","0","12","0","12","30","30","13","12","17","28","0","12","13","18","13","18","0","12","0","12","14","23","0","12","14","23","0","12","31","26","16","16","15","18","0","12","7","9","0","12","7","9","0","12","35","31","31","30","4","6","0","12","1500000US370531101012","Block Group 2, Census Tract 1101.01, Currituck County, North Carolina"
"529","75","13","20","0","12","0","12","13","20","58","50","36","40","22","31","0","12","89","57","31","29","58","50","0","12","92","45","69","38","23","27","0","12","137","53","109","47","28","21","0","12","33","29","33","29","0","12","0","12","107","54","107","54","0","12","0","12","1500000US370531101021","Block Group 1, Census Tract 1101.02, Currituck County, North Carolina"
"529","120","0","12","0","12","0","12","0","12","15","24","15","24","0","12","0","12","135","75","65","50","70","52","0","12","41","40","23","28","18","29","0","12","115","59","39","37","76","49","0","12","140","71","140","71","0","12","0","12","83","55","83","55","0","12","0","12","1500000US370531102001","Block Group 1, Census Tract 1102, Currituck County, North Carolina"
"1565","200","19","23","0","17","19","23","0","17","113","83","0","17","113","83","0","17","200","85","35","39","165","76","0","17","115","81","62","56","53","52","0","17","408","132","285","112","123","90","0","17","231","94","194","85","37","33","0","17","479","158","472","159","7","10","0","17","1500000US370531102002","Block Group 2, Census Tract 1102, Currituck County, North Carolina"
"533","124","6","11","0","12","0","12","6","11","42","42","0","12","42","42","0","12","93","62","58","40","35","51","0","12","79","53","33","34","46","39","0","12","167","98","153","95","14","23","0","12","44","44","44","44","0","12","0","12","102","67","102","67","0","12","0","12","1500000US370531103011","Block Group 1, Census Tract 1103.01, Currituck County, North Carolina"
"729","128","10","18","0","12","10","18","0","12","15","25","0","12","15","25","0","12","34","33","13","23","21","23","0","12","49","56","37","52","12","18","0","12","151","80","33","32","118","75","0","12","210","80","167","76","43","35","0","12","260","117","244","116","16","19","0","12","1500000US370531103012","Block Group 2, Census Tract 1103.01, Currituck County, North Carolina"
"429","101","0","12","0","12","0","12","0","12","40","41","15","25","25","33","0","12","34","33","9","15","25","27","0","12","69","50","29","32","40","40","0","12","66","53","41","41","25","35","0","12","68","63","68","63","0","12","0","12","152","72","152","72","0","12","0","12","1500000US370531103021","Block Group 1, Census Tract 1103.02, Currituck County, North Carolina"
"363","116","22","27","0","12","17","25","5","9","7","11","7","11","0","12","0","12","24","29","24","29","0","12","0","12","82","58","75","59","7","11","0","12","126","80","117","79","9","14","0","12","39","51","27","45","12","21","0","12","63","52","63","52","0","12","0","12","1500000US370531103022","Block Group 2, Census Tract 1103.02, Currituck County, North Carolina"
"535","120","42","39","0","12","42","39","0","12","28","26","10","14","18","23","0","12","103","69","65","61","38","32","0","12","83","57","40","40","43","36","0","12","70","44","41","29","29","36","0","12","75","54","75","54","0","12","0","12","134","79","134","79","0","12","0","12","1500000US370531104011","Block Group 1, Census Tract 1104.01, Currituck County, North Carolina"
"456","118","0","12","0","12","0","12","0","12","47","47","33","41","14","21","0","12","87","68","36","40","51","54","0","12","80","52","32","30","48","43","0","12","59","51","38","34","21","33","0","12","114","57","114","57","0","12","0","12","69","59","69","59","0","12","0","12","1500000US370531104012","Block Group 2, Census Tract 1104.01, Currituck County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370531104020","Block Group 0, Census Tract 1104.02, Currituck County, North Carolina"
"883","158","28","30","0","12","28","30","0","12","90","59","46","46","44","39","0","12","172","102","65","54","107","83","0","12","133","65","54","44","79","52","0","12","205","109","85","54","120","96","0","12","58","50","58","50","0","12","0","12","197","69","157","60","40","38","0","12","1500000US370531104021","Block Group 1, Census Tract 1104.02, Currituck County, North Carolina"
"431","122","8","13","0","12","8","13","0","12","25","29","13","23","12","19","0","12","42","35","10","16","32","29","0","12","65","45","24","26","41","33","0","12","178","98","118","78","60","66","0","12","29","27","8","14","21","22","0","12","84","56","84","56","0","12","0","12","1500000US370531104022","Block Group 2, Census Tract 1104.02, Currituck County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370539901000","Block Group 0, Census Tract 9901, Currituck County, North Carolina"
"411","57","13","13","0","12","13","13","0","12","8","9","0","12","8","9","0","12","41","29","11","9","30","28","0","12","42","18","26","13","16","12","0","12","88","33","53","30","35","17","0","12","58","21","41","19","17","14","0","12","161","40","156","39","5","6","0","12","1500000US370559701011","Block Group 1, Census Tract 9701.01, Dare County, North Carolina"
"959","115","5","7","0","12","0","12","5","7","31","19","8","11","23","16","0","12","68","26","17","15","51","22","0","12","109","42","53","23","56","34","0","12","193","56","100","32","93","47","0","12","165","56","81","32","84","44","0","12","388","81","275","67","113","59","0","12","1500000US370559701012","Block Group 2, Census Tract 9701.01, Dare County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370559701020","Block Group 0, Census Tract 9701.02, Dare County, North Carolina"
"476","116","14","23","0","12","14","23","0","12","37","32","0","12","37","32","0","12","108","84","8","15","100","82","0","12","26","30","0","12","26","30","0","12","120","71","81","59","39","48","0","12","47","38","17","19","30","37","0","12","124","72","105","66","19","26","0","12","1500000US370559701021","Block Group 1, Census Tract 9701.02, Dare County, North Carolina"
"560","124","30","42","0","12","30","42","0","12","33","39","0","12","33","39","0","12","57","57","57","57","0","12","0","12","100","58","25","28","75","51","0","12","114","62","48","45","66","41","0","12","110","66","82","56","28","31","0","12","116","70","116","70","0","12","0","12","1500000US370559701022","Block Group 2, Census Tract 9701.02, Dare County, North Carolina"
"243","102","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","40","39","30","36","10","15","0","12","68","60","35","40","33","42","0","12","12","20","12","20","0","12","0","12","92","64","92","64","0","12","0","12","31","39","31","39","0","12","0","12","1500000US370559702001","Block Group 1, Census Tract 9702, Dare County, North Carolina"
"352","146","11","16","0","12","0","12","11","16","8","12","0","12","8","12","0","12","33","41","0","12","33","41","0","12","131","101","38","43","93","94","0","12","66","58","53","53","13","20","0","12","26","31","26","31","0","12","0","12","77","70","77","70","0","12","0","12","1500000US370559702002","Block Group 2, Census Tract 9702, Dare County, North Carolina"
"473","137","15","25","0","12","15","25","0","12","73","62","21","36","52","53","0","12","8","13","0","12","8","13","0","12","117","70","40","39","77","58","0","12","76","66","20","33","56","58","0","12","97","70","71","54","26","41","0","12","87","65","87","65","0","12","0","12","1500000US370559702003","Block Group 3, Census Tract 9702, Dare County, North Carolina"
"417","160","0","12","0","12","0","12","0","12","11","19","11","19","0","12","0","12","23","34","0","12","23","34","0","12","49","55","7","11","42","55","0","12","204","142","98","96","106","108","0","12","50","43","27","33","23","26","0","12","80","59","72","58","8","16","0","12","1500000US370559702004","Block Group 4, Census Tract 9702, Dare County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370559703000","Block Group 0, Census Tract 9703, Dare County, North Carolina"
"604","125","11","21","0","12","11","21","0","12","15","22","0","12","15","22","0","12","42","39","0","12","42","39","0","12","115","81","67","50","48","75","0","12","147","81","99","69","48","42","0","12","104","82","74","76","30","34","0","12","170","94","153","91","17","26","0","12","1500000US370559703001","Block Group 1, Census Tract 9703, Dare County, North Carolina"
"461","131","0","12","0","12","0","12","0","12","10","18","0","12","10","18","0","12","32","34","32","34","0","12","0","12","120","88","61","73","59","53","0","12","76","46","50","42","26","26","0","12","103","69","66","52","37","44","0","12","120","72","120","72","0","12","0","12","1500000US370559703002","Block Group 2, Census Tract 9703, Dare County, North Carolina"
"425","127","0","12","0","12","0","12","0","12","36","42","0","12","36","42","0","12","66","61","0","12","66","61","0","12","51","48","36","40","15","24","0","12","39","55","26","42","13","21","0","12","86","86","0","12","86","86","0","12","147","74","121","72","26","38","0","12","1500000US370559703003","Block Group 3, Census Tract 9703, Dare County, North Carolina"
"81","61","0","12","0","12","0","12","0","12","14","22","0","12","14","22","0","12","0","12","0","12","0","12","0","12","19","31","19","31","0","12","0","12","0","12","0","12","0","12","0","12","48","46","31","34","17","29","0","12","0","12","0","12","0","12","0","12","1500000US370559703004","Block Group 4, Census Tract 9703, Dare County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370559704000","Block Group 0, Census Tract 9704, Dare County, North Carolina"
"395","93","0","12","0","12","0","12","0","12","8","12","0","12","8","12","0","12","65","48","24","39","41","29","0","12","58","42","21","24","37","33","0","12","79","59","67","56","12","18","0","12","41","38","24","27","17","27","0","12","144","73","144","73","0","12","0","12","1500000US370559704001","Block Group 1, Census Tract 9704, Dare County, North Carolina"
"353","88","25","26","0","12","25","26","0","12","56","51","0","12","56","51","0","12","20","19","20","19","0","12","0","12","22","27","22","27","0","12","0","12","64","47","46","40","18","20","0","12","73","56","30","35","43","42","0","12","93","58","93","58","0","12","0","12","1500000US370559704002","Block Group 2, Census Tract 9704, Dare County, North Carolina"
"99","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","14","0","12","9","14","0","12","57","52","28","24","29","47","0","12","12","18","12","18","0","12","0","12","13","21","0","12","13","21","0","12","8","13","8","13","0","12","0","12","1500000US370559704003","Block Group 3, Census Tract 9704, Dare County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370559705010","Block Group 0, Census Tract 9705.01, Dare County, North Carolina"
"400","92","9","15","0","12","9","15","0","12","56","59","0","12","56","59","0","12","50","58","0","12","50","58","0","12","49","41","26","29","23","28","0","12","92","75","45","35","47","70","0","12","40","37","40","37","0","12","0","12","104","53","104","53","0","12","0","12","1500000US370559705011","Block Group 1, Census Tract 9705.01, Dare County, North Carolina"
"536","178","15","25","0","12","15","25","0","12","7","13","7","13","0","12","0","12","24","29","0","12","24","29","0","12","185","118","74","72","111","96","0","12","91","66","76","63","15","24","0","12","70","63","61","62","9","14","0","12","144","99","123","92","21","35","0","12","1500000US370559705021","Block Group 1, Census Tract 9705.02, Dare County, North Carolina"
"694","191","60","68","0","12","60","68","0","12","24","28","10","18","14","21","0","12","144","87","43","56","101","74","0","12","37","28","28","25","9","13","0","12","266","130","194","105","72","68","0","12","99","66","99","66","0","12","0","12","64","68","64","68","0","12","0","12","1500000US370559705022","Block Group 2, Census Tract 9705.02, Dare County, North Carolina"
"103","69","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","26","0","12","16","26","0","12","14","21","0","12","14","21","0","12","41","55","0","12","41","55","0","12","0","12","0","12","0","12","0","12","32","31","32","31","0","12","0","12","1500000US370559705023","Block Group 3, Census Tract 9705.02, Dare County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370559706010","Block Group 0, Census Tract 9706.01, Dare County, North Carolina"
"477","105","23","31","0","12","23","31","0","12","13","21","0","12","13","21","0","12","42","54","42","54","0","12","0","12","61","46","25","28","36","38","0","12","151","90","59","53","92","79","0","12","97","55","65","45","32","34","0","12","90","71","90","71","0","12","0","12","1500000US370559706011","Block Group 1, Census Tract 9706.01, Dare County, North Carolina"
"174","68","0","12","0","12","0","12","0","12","13","21","13","21","0","12","0","12","35","40","17","27","18","27","0","12","35","39","20","30","15","25","0","12","65","49","25","29","40","40","0","12","15","23","15","23","0","12","0","12","11","18","11","18","0","12","0","12","1500000US370559706012","Block Group 2, Census Tract 9706.01, Dare County, North Carolina"
"598","123","17","26","17","26","0","12","0","12","51","48","3","5","48","48","0","12","77","47","56","41","21","24","0","12","68","46","27","26","41","34","0","12","216","109","204","108","12","18","0","12","83","59","66","55","17","26","0","12","86","51","81","51","5","8","0","12","1500000US370559706013","Block Group 3, Census Tract 9706.01, Dare County, North Carolina"
"459","82","4","6","0","12","4","6","0","12","29","34","0","12","29","34","0","12","81","43","55","39","26","22","0","12","29","20","3","4","26","19","0","12","125","51","74","49","51","25","0","12","36","36","31","35","5","8","0","12","155","54","142","53","13","11","0","12","1500000US370559706014","Block Group 4, Census Tract 9706.01, Dare County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370559706020","Block Group 0, Census Tract 9706.02, Dare County, North Carolina"
"590","97","8","14","0","12","8","14","0","12","61","42","41","35","20","22","0","12","73","44","0","12","73","44","0","12","97","56","71","49","26","30","0","12","121","66","106","65","15","18","0","12","138","77","138","77","0","12","0","12","92","64","92","64","0","12","0","12","1500000US370559706021","Block Group 1, Census Tract 9706.02, Dare County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370559901000","Block Group 0, Census Tract 9901, Dare County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370559902000","Block Group 0, Census Tract 9902, Dare County, North Carolina"
"1171","225","27","31","0","12","27","31","0","12","33","29","0","12","33","29","0","12","142","84","83","53","59","60","0","12","286","140","123","84","163","116","0","12","263","136","216","138","47","46","0","12","167","79","167","79","0","12","0","12","253","127","173","94","80","75","0","12","1500000US370570601011","Block Group 1, Census Tract 601.01, Davidson County, North Carolina"
"152","80","18","28","18","28","0","12","0","12","17","27","0","12","17","27","0","12","43","36","19","31","24","37","0","12","51","55","19","30","32","46","0","12","4","9","4","9","0","12","0","12","0","12","0","12","0","12","0","12","19","31","0","12","19","31","0","12","1500000US370570601012","Block Group 2, Census Tract 601.01, Davidson County, North Carolina"
"624","134","0","12","0","12","0","12","0","12","40","37","15","22","25","32","0","12","68","31","42","29","26","20","0","12","30","29","30","29","0","12","0","12","127","49","110","46","17","19","0","12","106","54","106","54","0","12","0","12","253","112","246","112","7","12","0","12","1500000US370570601021","Block Group 1, Census Tract 601.02, Davidson County, North Carolina"
"1000","143","10","11","5","7","5","9","0","12","50","37","34","34","16","15","0","12","143","82","108","78","35","26","0","12","148","73","78","46","70","55","0","12","236","75","209","73","27","22","0","12","241","84","233","84","8","12","0","12","172","70","172","70","0","12","0","12","1500000US370570601022","Block Group 2, Census Tract 601.02, Davidson County, North Carolina"
"627","92","41","39","0","12","35","38","6","9","33","30","23","25","10","16","0","12","80","53","80","53","0","12","0","12","46","42","37","40","9","13","0","12","103","59","66","44","37","40","0","12","102","66","102","66","0","12","0","12","222","76","222","76","0","12","0","12","1500000US370570601023","Block Group 3, Census Tract 601.02, Davidson County, North Carolina"
"272","68","16","25","0","12","16","25","0","12","11","18","0","12","11","18","0","12","23","20","11","17","12","20","0","12","43","47","27","42","16","26","0","12","38","28","38","28","0","12","0","12","12","20","12","20","0","12","0","12","129","50","118","52","11","16","0","12","1500000US370570601024","Block Group 4, Census Tract 601.02, Davidson County, North Carolina"
"463","91","0","12","0","12","0","12","0","12","64","53","13","21","51","49","0","12","52","59","0","12","52","59","0","12","115","75","38","38","77","71","0","12","53","37","43","34","10","15","0","12","46","48","37","45","9","14","0","12","133","60","133","60","0","12","0","12","1500000US370570602011","Block Group 1, Census Tract 602.01, Davidson County, North Carolina"
"635","120","13","22","0","12","13","22","0","12","129","76","83","64","46","47","0","12","180","107","126","94","54","51","0","12","81","50","81","50","0","12","0","12","33","38","33","38","0","12","0","12","72","58","72","58","0","12","0","12","127","66","127","66","0","12","0","12","1500000US370570602012","Block Group 2, Census Tract 602.01, Davidson County, North Carolina"
"588","106","38","43","0","12","26","37","12","19","18","22","7","12","11","19","0","12","97","74","97","74","0","12","0","12","27","24","27","24","0","12","0","12","149","77","83","62","66","50","0","12","131","78","108","73","23","37","0","12","128","66","128","66","0","12","0","12","1500000US370570602013","Block Group 3, Census Tract 602.01, Davidson County, North Carolina"
"213","72","6","11","0","12","6","11","0","12","44","60","5","11","39","60","0","12","15","25","15","25","0","12","0","12","28","33","28","33","0","12","0","12","51","54","51","54","0","12","0","12","8","14","8","14","0","12","0","12","61","42","61","42","0","12","0","12","1500000US370570602014","Block Group 4, Census Tract 602.01, Davidson County, North Carolina"
